# 1146
radius mass density pressure H He CO Fe
40617218.88653338 1.2599703394828248e+33 2129726783.555271 1.3070672373203473e+27 9.53518455540108e-05 0.012679901020208705 0.004529217461699403 0.9820796687650178
40832523.7366554 1.2693958722981492e+33 2100495617.4132464 1.284908102056919e+27 9.766284063064265e-05 0.01281813454496389 0.004360278191956246 0.9821211735715119
41016322.28439404 1.2774132323478472e+33 2072590904.8005097 1.2638441927462128e+27 0.0001000680214298824 0.012962243971089643 0.004201648906509394 0.9821450536303672
41216738.98739286 1.2861248335771068e+33 2046069707.7892463 1.2438774005287124e+27 0.00010237500495023537 0.0130962273973881 0.0040544169253242165 0.9821677203389786
41435357.64049625 1.2955907918859762e+33 2017524131.6673288 1.2224558206068734e+27 0.00010492195378171724 0.013242946887937559 0.0039021592479570725 0.9821832344066269
41622014.99856972 1.3036424143734288e+33 1990358500.2355912 1.2020954210418514e+27 0.00010721059671575478 0.01336220322011805 0.0037570814426018838 0.982219356466733
41825583.77561857 1.3123910824436884e+33 1964501429.3198445 1.1827984190704292e+27 0.0001095707547659001 0.013488126082729654 0.003624050963850381 0.9822360584254666
42047685.88021019 1.321897140772038e+33 1936643871.853829 1.1620988284062614e+27 0.00011231174997264748 0.013638279092814754 0.0034874299981486837 0.9822315108594422
42237354.50689669 1.3299827478043533e+33 1910141439.4779503 1.14242764147541e+27 0.00011474542798773938 0.013757588600872724 0.0033573261134234676 0.9822525280854477
42444243.046260975 1.3387681793910725e+33 1884941367.8297727 1.1237863051512284e+27 0.00011714245389249844 0.01387467487081078 0.003238117659192989 0.9822636272993199
42670009.78258477 1.3483140066686593e+33 1857796514.3827736 1.103793135990436e+27 0.00011994289361196728 0.014014413078721491 0.003113914648612002 0.9822575103730018
42862839.70893288 1.3564333156058186e+33 1832011271.8102393 1.0847961574965295e+27 0.00012222750978698385 0.014106621785263706 0.0029946614519046817 0.9822956036115826
43073218.52079483 1.3652552022434123e+33 1807414973.1521204 1.0667969922932974e+27 0.00012487495957508524 0.014234296649161886 0.0028894787842496947 0.9822808903927674
43302840.40463657 1.3748404618324858e+33 1780954967.9936545 1.0474956953987832e+27 0.00012780919431189705 0.014371642769564149 0.0027781982407440874 0.9822635288901148
43499006.613597855 1.3829931853120155e+33 1755779476.899906 1.0291594427714352e+27 0.00013040837117474653 0.014481668314777721 0.002674717026697447 0.982265924361753
43713057.412577115 1.3918512134210442e+33 1731874134.9090726 1.01178829826441e+27 0.0001328236563193913 0.014574420817773283 0.002577264606807884 0.9822799311674335
43946728.56822985 1.4014755631463053e+33 1706139650.444311 9.931636127255004e+26 0.00013558606227837152 0.01468383300382778 0.0024769930468739832 0.9822794437903449
44146413.5063906 1.4096614091090407e+33 1681448005.2712612 9.754748404666696e+26 0.00013922418659364903 0.014870070757327944 0.0023921876653263756 0.9821828071565839
44364333.34646277 1.4185552600245833e+33 1658251171.6928346 9.587177662807893e+26 0.000141173846599044 0.014911541810439903 0.002301829635282279 0.9822426434353178
44602276.18308451 1.428218352204425e+33 1633196720.7872367 9.4075487833069e+26 0.00014392403587860147 0.015008435282489336 0.0022128420701985675 0.9822433432765466
44805630.966741405 1.4364370239213942e+33 1609328716.094887 9.23696901663213e+26 0.0001465508018280077 0.015096066913132623 0.00213048972941946 0.9822465752294461
45027611.09568831 1.4453663739226328e+33 1586648929.8453588 9.075423152647485e+26 0.00014911178186235554 0.015178639471166142 0.0020542862338819422 0.9822479474674198
45270052.29031292 1.455067855401689e+33 1562167875.4778214 8.902287396812827e+26 0.0001525004594832035 0.01531401353159557 0.001978645963251458 0.9821948037639141
45477284.70872572 1.4633190515020497e+33 1539007750.8530457 8.737892469346377e+26 0.000154670314345352 0.01535282598810289 0.0019027694236286481 0.9822411532664853
45703545.656009935 1.4722835718430002e+33 1516909272.2880883 8.582237272171593e+26 0.00015740367088331255 0.015439471654512945 0.0018366921395256174 0.9822272780943657
45950709.80017172 1.4820230840259433e+33 1493122856.880236 8.415441136083358e+26 0.00016052388135173363 0.01554340754423613 0.0017692511530058215 0.9821976062093328
46162027.77171921 1.490306498526049e+33 1470560670.6002195 8.257104703378579e+26 0.00016286471544057842 0.015586588700594144 0.0017031456744422612 0.9822287402475833
46392794.9732042 1.499305855467513e+33 1449067161.668963 8.107210249212694e+26 0.0001655096275100705 0.015658805100647995 0.0016451216951814487 0.9822205820957705
46644931.66103169 1.509083034354172e+33 1425963476.774042 7.946620633481915e+26 0.00016839515325566088 0.01573220447252237 0.0015840829982385317 0.9822153241808496
46860554.222116575 1.5173983566876833e+33 1403977227.485422 7.794214577184337e+26 0.00017101296790617818 0.0157884563182219 0.0015274188897629497 0.9822225645619993
47096067.0655295 1.5264322115303315e+33 1383097982.5613143 7.649958443820907e+26 0.00017347782303368087 0.01583671378626456 0.001475275670273025 0.9822329146102924
47353457.34344471 1.5362466877520337e+33 1360581275.10154 7.495443646999522e+26 0.00017667692205809713 0.015927267607042148 0.0014238427912623625 0.9821990260263854
47573611.62313956 1.5445936028011493e+33 1339269772.2518048 7.348826861689111e+26 0.0001786853667534774 0.015931026841882197 0.0013717793406663019 0.9822548486820448
47814129.75070704 1.5536616119198216e+33 1318949628.331103 7.210084184924674e+26 0.00018122859077870823 0.01597994828754793 0.0013269078115007045 0.9822563484478726
48077032.626190685 1.56351301077706e+33 1297162662.8962874 7.061502650239761e+26 0.0001835484647786201 0.01599751191057619 0.0012782931323842535 0.9822941605662687
48301988.339935735 1.5718911989047912e+33 1276254826.3532772 6.920565868267453e+26 0.0001869238567130212 0.01610398442209705 0.0012395531580065545 0.9822295129639351
48547799.03135999 1.58099301378392e+33 1256547994.6029904 6.78721788915505e+26 0.00018907529158110212 0.016117950806525408 0.0011986242343336659 0.9822623328281498
48816555.42930425 1.5908809552852248e+33 1235367362.507354 6.644448978874694e+26 0.00019138926327123097 0.016129758891797706 0.0011561052188303442 0.9822991675101854
49046580.1548743 1.599290092368758e+33 1215032753.2996142 6.509056255201986e+26 0.00019477706104337897 0.01623168594260548 0.001122617092240841 0.9822331725954934
49297992.15168185 1.6084253596389875e+33 1195869115.4483843 6.380985909386441e+26 0.00019701004963770932 0.01624688883010007 0.0010871563593405232 0.9822583965431373
49572941.075039625 1.6183494585411135e+33 1175305588.751915 6.243898245442722e+26 0.00019909817645740024 0.01623970895249573 0.001049491960376355 0.982309167532885
49808338.18859388 1.6267892160062642e+33 1155497426.8674896 6.113927111373065e+26 0.00020284139155497688 0.016359280081222338 0.0010212711856093506 0.9822190073123294
49986962.19652711 1.6331595824875447e+33 1139866714.4483073 6.010540996252331e+26 0.0002044392460517828 0.016350469274344758 0.0009944117021816429 0.9822589066321014
50098233.619082734 1.63711317868397e+33 1129064966.1770854 5.9392190639460174e+26 0.00020541691531945265 0.016335266623768833 0.0009759504894373834 0.9822957127429507
50218076.78889561 1.641358617960221e+33 1120511106.0480337 5.8829472245858736e+26 0.00020633435532653072 0.01633254808797955 0.0009620364350287478 0.982314300867417
50347184.31579494 1.6459174433315703e+33 1111361408.661234 5.8229429954368446e+26 0.0002074282178573988 0.01633678717769302 0.0009477341428320433 0.9823265203622485
